cps,kbps,num_active,num_icmp,num_tcp,num_udp,pps,label
0,10657,52,0,27,25,1298,0
20262,399466,133300,133300,0,0,46996,2
78,960853,69,0,55,14,82416,1
8,5094,102,0,68,34,796,0
1466,1040265,62129,62129,0,0,106524,1
0,960906,60,0,57,3,82414,1
20084,394944,131429,131429,0,0,46464,2
11460,573840,187825,65536,56753,65536,156557,1
0,9810,156,0,92,64,1204,0
4232,1112817,87278,29037,4671,53570,106222,1
4,961111,217,0,217,0,82076,2
20494,399727,133033,133033,0,0,47026,2
3352,908528,101565,0,0,101565,79496,2
0,661329,192709,65490,61683,65536,157646,1
5026,732023,189606,65502,58568,65536,149632,1
1372,833140,1067,0,1067,0,71194,2
0,12747,66,0,44,22,1592,0
8,961249,297,0,297,0,82106,2
1734,835842,20224,0,0,20224,71982,1
0,961113,110,0,97,13,82416,1
5192,736418,196444,65524,65384,65536,150816,1
1320,1038250,61911,61911,0,0,106316,1
18112,353294,120330,120330,0,0,41564,2
2858,774706,92866,0,0,92866,67784,2
0,249831,57,0,34,23,23256,0
4368,1098921,66426,18322,2256,45848,104646,1
0,9450,60,0,35,25,1192,0
0,6673,85,0,52,33,958,0
0,960422,66,0,66,0,82050,2
0,13102,73,0,45,28,1516,0
6578,520146,194220,65400,63284,65536,142130,1
0,961040,185,0,185,0,82086,2
0,961207,112,0,112,0,82078,2
0,8751,86,0,54,32,1702,0
0,960929,31,0,22,9,82426,1
424,960891,19578,0,0,19578,82744,1
0,961571,195,0,195,0,82140,2
1516,822976,8112,0,8112,0,70326,2
0,960939,26537,0,0,26537,82726,1
400,961457,19109,0,0,19109,82784,1
5294,1157364,70918,21600,2536,46782,111244,1
0,16153,73,0,44,29,2280,0
0,961062,66,0,60,6,82434,1
0,5589,47,0,29,18,776,0
20154,395590,131263,131263,0,0,46540,2
0,960991,128,0,112,16,82398,1
0,961116,157,0,157,0,82086,2
8,12527,64,0,41,23,1652,0
0,14098,65,0,44,21,2118,0
2666,1067202,73363,22184,2088,49091,100546,1
0,961026,68,0,68,0,82088,2
10477,681851,189047,65303,58209,65536,157857,1
714,926781,87063,0,0,87063,81090,2
0,8636,61,0,34,27,1238,0
20264,399319,134163,134163,0,0,46978,2
20234,397222,130828,130828,0,0,46732,2
4918,1176070,83122,24624,3296,55202,113456,1
4010,1117036,74564,26146,2933,45485,106600,1
0,11158,65,0,42,23,1454,0
0,11253,53,0,29,24,1386,0
4,823604,65364,0,0,65364,70922,1
0,961100,67,0,61,6,82402,1
4,960423,33772,0,0,33772,82702,1
2,961321,142,0,142,0,82092,2
6279,1173024,73982,25542,2707,45733,113181,1
3350,919692,97328,0,0,97328,80468,2
0,31249,63,0,43,20,3200,0
0,960945,90,0,81,9,82348,1
0,8588,61,0,41,20,1056,0
3454,936737,91552,0,0,91552,81960,2
2732,1086467,70418,22903,1618,45897,103610,1
8,221638,60,0,31,29,20650,0
0,961057,166,0,166,0,82088,2
0,961216,104,0,92,12,82420,1
3152,1077888,71800,22335,2234,47231,101944,1
0,220478,65,0,41,24,20610,0
0,9305,53,0,30,23,1550,0
486,961057,20429,0,0,20429,82738,1
0,208728,63,0,43,20,19556,0
366,1143695,59234,59234,0,0,117114,1
17876,351910,114418,114419,0,0,41402,2
3436,937098,93565,0,0,93565,81992,2
558,961193,20487,0,0,20487,82766,1
562,961520,21367,0,0,21367,82786,1
0,10765,56,0,32,24,1248,0
2,11276,59,0,38,21,1310,0
20296,395794,125566,125566,0,0,46564,2
18,960957,190,0,190,0,82064,2
0,12369,114,0,75,39,1604,0
1254,1040312,65534,65534,0,0,106528,1
0,8888,51,0,30,21,1076,0
0,11778,63,0,41,22,1376,0
1510,823176,7921,0,7918,0,70342,2
1864,1135516,61639,61639,0,0,116276,1
3404,925490,84201,0,0,84201,80978,2
2858,783505,87264,0,0,87264,68552,2
1790,751310,195566,65326,64704,65536,152240,1
4,9930,86,0,57,29,1186,0
0,939678,67,0,67,0,80284,2
3410,937744,93486,0,0,93486,82048,2
0,10060,53,0,30,23,1280,0
1566,1151875,60427,60427,0,0,117952,1
3452,941331,101703,0,0,101703,82364,2
0,15423,78,0,45,33,1838,0
5772,1222300,75821,27590,1884,46347,118900,1
498,961008,19319,0,0,19319,82734,1
