Application,Repeat Count,IP Protocol,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),Packets Sent,Packets Received,Session End Reason,Risk of app,Packets per second,Bytes per second,Average packet size,Label
ping,4,17,5070,1015,7682,61,53.420546217252536,247,118,tcp-fin,1,1.141882532108485,94.90728586541016,83.11474047299336,0
web-browsing,1,17,5480,9961,8283,341,40.411925808767165,46,124,tcp-reuse,1,8.438101099973085,135.60350154795458,16.07038076039939,0
dns-base,4,17,18630,4928,9331,86,9.628618905342217,119,120,aged-out,1,8.931697424986952,1934.8549189244989,216.6278817874556,0
web-browsing,1,6,10982,8911,9507,456,8.430837365547255,194,127,tcp-rst-from-client,1,54.08708997193435,1302.5974168240857,24.08333280519007,0
incomplete,4,6,5957,473,6896,472,21.26859214564325,159,91,tcp-rst-from-client,1,22.19233764249459,280.0842274075006,12.620762444475371,0
web-browsing,3,17,4635,9651,510,287,24.995069672808143,54,8,tcp-rst-from-server,1,11.482259859016333,185.4364963294101,16.149825221260446,0
incomplete,1,6,10959,4522,7200,486,14.198670525554856,35,154,aged-out,1,34.228532653107784,771.8322826037206,22.549382252070327,0
incomplete,3,6,9633,3052,6265,412,33.26032875558483,189,51,aged-out,1,12.387125790497848,289.62422995113053,23.38106739366341,0
web-browsing,2,6,18645,2706,2264,442,22.346739348989782,211,167,tcp-rst-from-client,1,19.77916309425027,834.3495382178648,42.18325696417971,0
ping,2,17,15495,4022,4665,173,20.118291410377346,59,96,tcp-rst-from-client,1,8.59913550707436,770.1942467174405,89.56646881118677,0
web-browsing,4,17,1564,3026,7132,449,49.01698606690198,129,73,tcp-reuse,1,9.16008805164584,31.9073000284501,3.4832961362294848,0
web-browsing,4,17,15323,7455,1227,473,51.69976891103016,43,45,tcp-rst-from-server,1,9.14897529472965,296.3842461757768,32.39534815231822,0
dns-base,4,6,4960,688,4702,58,14.3414600031068,249,9,tcp-rst-from-client,1,4.044215829160849,345.850181252376,85.51722663496092,0
web-browsing,2,6,15615,3021,8549,227,12.784089002213404,202,174,tcp-rst-from-server,1,17.756433203520864,1221.4392267532082,68.78854322517431,0
incomplete,3,17,7379,5317,3187,376,41.50214261987711,200,36,aged-out,1,9.059771030284292,177.7980064693292,19.624999478058527,0
incomplete,1,17,13061,2638,9775,294,40.63066133041116,131,111,tcp-fin,1,7.2359129291557505,321.45666247518113,44.42516855696706,0
dns-base,3,6,5974,9362,7343,53,2.536336132671381,57,77,tcp-reuse,1,20.896201554390483,2355.356756338278,112.71695986472454,0
incomplete,3,6,18912,4119,8115,87,48.49516299466589,151,178,tcp-reuse,1,1.793992981725611,389.9769571309743,217.3792853587028,0
dns-base,1,17,8029,3389,4560,332,29.81190369120749,229,24,tcp-rst-from-client,1,11.136487360015323,269.3218584745875,24.18373421133331,0
incomplete,3,17,4033,1329,3871,234,40.33180038711008,203,37,tcp-rst-from-client,1,5.801871965429691,99.9955112674271,17.235041998502478,0
dns-base,1,6,12677,1452,9222,487,52.03273028759723,50,238,aged-out,1,9.35949168366371,243.6350638065808,26.030800286841885,0
incomplete,3,17,1619,1028,7729,25,38.048800718503074,19,150,aged-out,1,0.6570507600081844,42.550607218130025,64.75997409601037,0
web-browsing,2,17,10102,6740,7757,126,1.226575398094041,203,165,tcp-rst-from-client,1,102.7241969420051,8235.871726255044,80.17459681153993,0
web-browsing,4,17,14425,978,607,457,16.449499145878953,89,246,tcp-fin,1,27.781984006160503,876.9258627765105,31.56455073162909,0
web-browsing,1,6,14988,2767,7248,331,16.368992814217457,58,138,tcp-rst-from-server,1,20.22114625776145,915.6330516958568,45.28096539936661,0
ping,2,6,2910,7792,8592,453,1.8619916294102965,118,164,tcp-rst-from-server,1,243.2865755028727,1562.8342929654734,6.423840917796007,0
dns-base,1,17,11257,1078,577,477,6.559407463557305,143,107,tcp-rst-from-client,1,72.71987225239256,1716.1584946439896,23.599580218038152,0
ping,4,6,4316,9936,2029,490,37.93757350021595,166,87,tcp-rst-from-client,1,12.915951802708014,113.76581220507713,8.808163085547692,0
web-browsing,3,17,10920,9123,6044,225,4.409015341564778,139,220,tcp-rst-from-server,1,51.03168672651511,2476.7378624602,48.53333117629639,0
incomplete,3,17,19190,9227,4298,472,26.71819945951601,96,24,tcp-reuse,1,17.66585446959626,718.2367526939665,40.65677879964452,0
dns-base,4,17,18048,7844,3305,376,37.50838050543349,202,48,aged-out,1,10.0244237338185,481.172339223288,47.99999872340429,0
incomplete,3,17,14104,3471,1833,124,56.6945090398103,80,111,aged-out,1,2.187160277573366,248.77184318463517,113.74192631113496,0
incomplete,1,17,1583,9729,2848,447,34.62146804433423,108,229,tcp-fin,1,12.911060568459789,45.72306237107795,3.5413869453828424,0
web-browsing,1,6,8714,4082,8204,128,22.27213656870991,201,114,tcp-fin,1,5.747088616048663,391.25101718943785,68.0781196813969,0
incomplete,3,6,14455,459,6575,410,45.52930820097455,219,60,tcp-fin,1,9.005186464470798,317.4877325461595,35.25609670107082,0
web-browsing,3,6,4411,3186,4989,453,10.762262366929171,234,165,tcp-reuse,1,42.09148259358314,409.85768150175545,9.737306628315528,0
dns-base,3,17,13457,8653,1618,367,53.35076023026663,152,191,tcp-rst-from-server,1,6.879000966921295,252.2362834110623,36.66757393276365,0
incomplete,3,17,3172,4785,7368,292,52.04591848786783,67,51,tcp-rst-from-server,1,5.610429258997016,60.94616989567991,10.863013326609131,0
ping,4,17,19229,4737,2188,303,26.969843015885253,89,143,tcp-rst-from-server,1,11.23476645651472,712.9812679614573,63.46204411016357,0
ping,3,17,9150,7699,8476,181,2.790396992547814,26,222,tcp-fin,1,64.86508974618638,3279.091553467433,50.552483394890416,0
web-browsing,2,6,8515,9141,2196,95,31.755006160937786,238,65,tcp-rst-from-server,1,2.9916533349732823,268.14661207681576,89.63156951246637,0
incomplete,2,17,13096,829,8481,232,12.309506869741536,172,175,aged-out,1,18.847205983387337,1063.8922825794853,56.44827342895373,0
ping,4,6,18862,6278,9179,470,10.730796846625232,88,65,tcp-rst-from-server,1,43.799129619764976,1757.7429423149083,40.13191403974651,0
incomplete,3,6,13849,4240,4931,60,55.3892430664853,59,28,tcp-reuse,1,1.0832426270125053,250.0304523582697,230.81662819722865,0
incomplete,3,17,15986,1559,7591,493,23.41502512981892,178,92,tcp-rst-from-server,1,21.05484776199064,682.7237247934733,32.42596283111637,0
ping,3,17,3911,2531,392,336,41.42120681335589,113,82,tcp-reuse,1,8.11178487377657,94.4202102420838,11.639880605955936,0
incomplete,1,6,14793,7915,3321,293,10.11694947315182,169,159,tcp-rst-from-client,1,28.96127050598131,1462.1982068088107,50.4880528843668,0
incomplete,3,17,7578,6315,6641,134,34.706271930306066,47,194,tcp-rst-from-server,1,3.8609724968259735,218.34663866378528,56.55223458565413,0
dns-base,3,17,10803,1313,4528,167,20.09338154478792,217,157,aged-out,1,8.311190255152253,537.639451056346,64.68861888092103,0
incomplete,3,17,11652,1752,3837,257,50.3706190880028,9,199,tcp-fin,1,5.102179675997175,231.3252824308136,45.33851963663348,0
web-browsing,4,6,660,9103,7085,469,42.4589146433224,131,111,tcp-fin,1,11.045969815294429,15.544435134529474,1.407249436945641,0
ping,2,6,9513,8605,5067,358,39.39017347422231,192,133,tcp-fin,1,9.088558834316729,241.5068720414945,26.57262495607193,0
incomplete,1,17,14704,9400,7142,439,42.78290211272451,44,214,tcp-fin,1,10.26110608934992,343.68861944829445,33.494304476211745,0
dns-base,2,6,3804,1781,9358,18,16.974984256530966,219,138,tcp-fin,1,1.0603832748323123,224.09433208122869,211.3332159259912,0
ping,4,17,4183,7806,7849,332,5.838129620402189,104,28,tcp-rst-from-client,1,56.86743065201456,716.4953687270388,12.59939721086153,0
incomplete,3,17,19814,4235,2579,203,0.5085949691240551,237,214,tcp-fin,1,399.1309804731495,38957.54308913785,97.60590652187652,0
ping,4,6,15333,4567,9923,424,10.404610383567867,190,53,tcp-reuse,1,40.75112636205621,1473.6722181825658,36.16273499616192,0
dns-base,4,6,16248,4747,1272,198,28.426679337782947,39,191,tcp-rst-from-client,1,6.965285251731055,571.5755291420514,82.06060191613122,0
incomplete,4,6,15081,4341,4786,198,58.75847207677308,129,180,tcp-reuse,1,3.369726259117717,256.6608167361328,76.16666281986551,0
web-browsing,2,17,11894,8546,7005,422,51.093480235657,100,45,tcp-rst-from-server,1,8.259369208359457,232.78895110006488,28.184833455335703,0
ping,4,17,16724,2318,3212,201,26.27584597766296,157,32,tcp-reuse,1,7.64960807255412,636.4778378377865,83.20397596000119,0
web-browsing,2,6,11386,4134,3156,338,14.251557866777034,208,224,aged-out,1,23.71668879940843,798.9296410356935,33.68638953590564,0
web-browsing,4,17,11873,1336,2839,462,29.784448008516414,215,68,tcp-rst-from-client,1,15.511445595817058,398.6307219894717,25.699133642875896,0
incomplete,1,6,2153,7781,3621,376,16.749576611329946,43,88,tcp-rst-from-server,1,22.44831521666701,128.54048580181933,5.726063677498307,0
incomplete,2,17,4121,3250,3600,52,25.432038547711787,202,187,tcp-rst-from-server,1,2.044664231528397,162.03964034862545,79.24998475961831,0
dns-base,1,17,15323,6952,6414,451,2.926528582503422,146,37,aged-out,1,154.10697220817266,5235.878348438647,33.97560900275812,0
incomplete,4,17,9907,1699,8151,166,39.35469647925933,245,15,aged-out,1,4.218046959325821,251.736091723138,59.68071929634221,0
dns-base,3,17,19980,6598,3102,448,59.99630755432053,90,244,tcp-fin,1,7.4671249547004575,333.0204388279356,44.59821329021845,0
incomplete,1,6,16040,3730,4668,440,51.44084687013632,172,167,tcp-rst-from-server,1,8.553512261873681,311.814401546486,36.45454462603308,0
web-browsing,1,6,8575,1215,4550,93,38.35612230062345,108,90,tcp-rst-from-server,1,2.4246448852322984,223.56268699856943,92.2042911608289,0
web-browsing,4,6,13520,6607,7637,21,39.5964110583513,208,24,tcp-rst-from-client,1,0.5303509619986445,341.44500029627017,643.8092172337061,0
ping,3,6,13950,7667,354,104,48.01992655707243,48,233,tcp-fin,1,2.1657671262517058,290.5043404924163,134.13460248705744,0
ping,3,17,3383,561,5469,494,58.44131886038302,32,234,tcp-reuse,1,8.45292209525508,57.88711629199987,6.848177999024737,0
web-browsing,2,6,12912,3682,9500,293,36.165539999582926,118,173,tcp-rst-from-client,1,8.101632631147016,357.0248482367586,44.06825788162943,0
web-browsing,4,17,13133,2181,7081,111,59.02281310740249,8,142,tcp-rst-from-server,1,1.88062844432256,222.5071473809746,118.31530465627884,0
ping,4,17,3902,3976,2861,128,31.494225197401786,249,32,tcp-reuse,1,4.064235857696261,123.89568997445944,30.48437261840839,0
dns-base,1,6,2630,6795,4927,30,46.89575806646801,161,129,aged-out,1,0.6397165722390837,56.081819499626334,87.66663744445418,0
web-browsing,1,6,13121,1506,8821,234,28.04967137347889,50,196,tcp-rst-from-server,1,8.342340751907724,467.7771495973558,56.0726471763826,0
dns-base,1,17,4967,4243,4953,175,19.35914445968288,49,44,aged-out,1,9.039651001517278,256.5711229973504,28.382855520979685,0
ping,3,6,11059,1038,3258,266,18.98928276583875,94,174,tcp-fin,1,14.007893989529045,582.3808256774499,41.575186406947886,0
ping,1,17,5009,768,5322,328,0.5115044220260754,58,60,tcp-rst-from-client,1,641.233141972446,9792.490268719455,15.271340997824971,0
web-browsing,1,17,9174,9261,1006,46,22.083163978952804,133,175,tcp-reuse,1,2.083033899195923,415.4294128526825,199.43473925331756,0
incomplete,3,17,14607,3737,1022,256,32.675283670025976,241,73,tcp-fin,1,7.834665621837591,447.0350028835222,57.05859152114878,0
ping,1,6,9287,4199,2909,238,10.47179197603665,149,14,tcp-reuse,1,22.72770250474865,886.8578704268937,39.021006763823245,0
incomplete,1,17,4437,7567,5830,171,45.21788300147839,209,113,tcp-reuse,1,3.781688810542525,98.1248728209192,25.947366903662758,0
ping,4,17,14694,5362,4360,196,49.40166528181542,132,158,aged-out,1,3.9674767886292086,297.43930577611013,74.96938393013347,0
ping,3,6,1980,5749,4758,422,39.92508442280111,58,228,tcp-rst-from-client,1,10.569793411909805,49.59286956298912,4.691943016778602,0
ping,3,6,15674,3718,4417,134,10.973743980796534,42,138,tcp-fin,1,12.210953538278025,1428.3170579027594,116.97014052461638,0
dns-base,3,6,13944,3322,4712,436,54.66058189857361,222,194,tcp-rst-from-client,1,7.976496134711223,255.1015185835167,31.981650642622693,0
ping,3,6,8035,8065,7205,58,59.61584345508296,26,157,tcp-fin,1,0.9728955745588644,134.77958519966336,138.53445887336915,0
incomplete,3,17,4329,7353,8722,482,57.10351319063979,115,144,tcp-fin,1,8.440810182426848,75.80968315295814,8.981327614495278,0
incomplete,3,17,5525,1137,2178,230,33.86654584867906,130,28,tcp-fin,1,6.791360805263904,163.140297604709,24.021738086011386,0
web-browsing,2,6,3692,3911,780,327,11.944579382338594,97,97,tcp-rst-from-server,1,27.37641199148344,309.093923769287,11.290519532400015,0
web-browsing,4,6,13437,7268,9395,322,23.720525060349782,61,118,tcp-reuse,1,13.574735948441615,566.4712016745652,41.72981236863937,0
ping,4,17,18042,7846,8009,240,35.946923094756514,65,74,tcp-rst-from-client,1,6.676508378819337,501.9065173777436,75.17499686770846,0
dns-base,3,17,10734,1132,5713,345,41.5239542772035,41,109,tcp-reuse,1,8.308455274088647,258.5013301799059,31.11304257643355,0
incomplete,4,6,14267,3169,6349,113,45.47058565702392,214,182,tcp-fin,1,2.4851224921779687,313.7632088133016,126.25662599498884,0
ping,1,6,2534,2213,6401,416,26.35169861203588,220,135,tcp-reuse,1,15.786452640493913,96.16074757454705,6.091346007419568,0
dns-base,2,17,12106,1896,2441,462,49.05743732117311,97,59,tcp-fin,1,9.417530369555156,246.77191050613573,26.203462636288688,0
ping,2,17,8749,3664,2337,88,55.50084150065103,184,128,aged-out,1,1.5855612593433408,157.63722111357828,99.4204432476769,0
ping,1,6,15666,4953,7213,499,19.606177598630914,26,133,tcp-rst-from-client,1,25.451148903361755,799.0334643688682,31.39478895000423,0
ping,2,6,14356,1024,6354,262,2.6450951341225424,57,164,tcp-fin,1,99.05088331655784,5427.383514856886,54.79389103840112,0
web-browsing,4,17,1814,8511,5334,481,20.457738287900163,10,74,tcp-reuse,1,23.51187399663578,88.67056014531664,3.7713096929041647,0
ping,4,6,4827,5142,4022,56,46.512362648642366,116,121,aged-out,1,1.203980721925923,103.77883829886484,86.19641317921193,0
dns-base,4,17,15960,7450,4867,457,8.520830343936446,191,121,tcp-rst-from-server,1,53.63320770646852,1873.0546936438457,34.92341280255114,0
dns-base,3,6,10761,7783,9416,93,48.44008913743595,7,91,tcp-rst-from-server,1,1.919896979073828,222.15066012702644,115.70966497745538,0
dns-base,2,17,2051,897,2352,67,18.383763502601983,169,238,aged-out,1,3.644518356936731,111.56577835936172,30.61193572956183,0
dns-base,2,17,5598,1087,6944,271,36.790007639744886,104,148,tcp-rst-from-client,1,7.36612856926804,152.16084033491694,20.65682580602119,0
dns-base,2,17,16911,2413,8640,367,41.54677846515836,217,208,tcp-fin,1,8.833414411989283,407.03507117479774,46.07901781801041,0
ping,1,6,12064,8419,572,362,16.110547963131104,143,118,tcp-reuse,1,22.469736977976456,748.8257096748838,33.32596593022194,0
web-browsing,1,17,17804,223,3813,482,59.949541669412994,134,63,tcp-rst-from-client,1,8.040093488237417,296.9830383082551,36.93775856975605,0
web-browsing,2,6,10458,8906,670,260,2.9846606443460786,142,24,aged-out,1,87.11178919942915,3503.9041978755004,40.22307537603557,0
dns-base,3,6,11209,5279,3190,317,8.850699824449116,122,229,tcp-fin,1,35.81633634901488,1266.4520950665865,35.35962033565867,0
incomplete,2,17,16106,9376,4218,132,41.699945435637424,212,129,tcp-rst-from-server,1,3.165471008805701,386.2354247562472,122.01514227158012,0
incomplete,1,6,8084,8531,6049,182,59.02444168640409,135,173,aged-out,1,3.0834678645887794,136.96018800733896,44.41757997705604,0
incomplete,4,6,11796,3989,492,104,54.9791699646046,107,180,tcp-reuse,1,1.891625158231804,214.55394583175345,113.42306601701289,0
incomplete,4,6,10095,2589,5199,143,39.91244778708737,130,138,tcp-rst-from-server,1,3.58284124628035,252.92854812028065,70.59440065773421,0
ping,3,17,6863,1565,5065,415,3.308082014559286,189,82,tcp-fin,1,125.4499567042084,2074.6097659300776,16.537348999100026,0
web-browsing,3,6,18414,5269,8126,191,47.437218921479136,236,81,tcp-rst-from-client,1,4.026373469583443,388.1761312508352,96.40837191579205,0
incomplete,1,17,10076,4438,8148,263,57.59448186155128,78,41,tcp-fin,1,4.566408896048835,174.94728531022076,38.311785615521465,0
incomplete,1,6,3198,3040,9313,431,31.012180514314903,196,90,tcp-rst-from-client,1,13.897760617749812,103.12073887601834,7.419953424131012,0
ping,3,6,15214,3603,5691,173,54.11749737207381,15,180,tcp-reuse,1,3.196747381777472,281.1289865107657,87.94219144842823,0
dns-base,1,6,19804,4285,7775,325,57.79369701155166,147,228,tcp-rst-from-server,1,5.623449624628505,342.6670657419782,60.93538274044977,0
incomplete,3,6,6354,4272,2707,74,17.723415323277283,119,224,aged-out,1,4.175265144870792,358.508577439311,85.86485326150631,0
web-browsing,4,6,17099,1342,9322,21,29.503113936931133,67,77,tcp-rst-from-server,1,0.7117890310494485,579.5657448530724,814.2377075058536,0
incomplete,4,17,19489,487,2046,29,35.69697290225083,225,36,tcp-reuse,1,0.8123935874191608,545.956504317656,672.034251022672,0
incomplete,4,6,3581,9408,4069,310,6.356563513230361,146,239,tcp-fin,1,48.76841262903297,563.3538245953777,11.551612530593143,0
incomplete,1,17,9137,9454,9448,390,19.568306651844257,241,74,tcp-rst-from-client,1,19.930176260881574,466.9282576812178,23.428204527481935,0
dns-base,3,6,13844,3378,7487,312,1.0433598951636285,117,113,aged-out,1,299.0310545150146,13268.544611236735,44.37179344962201,0
incomplete,3,17,6205,2241,4829,296,49.94887132861102,50,135,aged-out,1,5.926058644889999,124.22700639034608,20.962837129633883,0
ping,4,17,9449,5227,1415,354,9.92829974722811,142,204,tcp-reuse,1,35.65561601246713,951.7229257113048,26.6920896414664,0
web-browsing,4,6,10112,711,3686,295,37.9077398888085,123,204,tcp-rst-from-server,1,7.782049867515159,266.752841560384,34.277964939730005,0
incomplete,1,6,12477,7813,1604,105,39.29433512218602,65,149,tcp-rst-from-client,1,2.672140219502369,317.5266049402958,118.8285601115657,0
ping,2,6,10267,6395,3957,191,29.591321124289287,30,131,aged-out,1,6.4545930427314415,346.959721307454,53.75392388722912,0
ping,3,17,7873,7893,3104,133,0.721594767091621,61,167,aged-out,1,184.3114209680841,10910.404641215984,59.19548427101622,0
dns-base,1,6,11005,2112,9113,53,18.76870456638629,243,117,aged-out,1,2.823848154999384,586.3480933163816,207.6414702563264,0
web-browsing,4,17,15515,7124,8153,211,32.818238214591695,88,95,tcp-reuse,1,6.429349873287413,472.755276227745,73.53080220233164,0
web-browsing,1,17,14144,1067,816,88,51.40528091909098,155,35,tcp-rst-from-server,1,1.711886041818283,275.1467747213386,160.727254462812,0
ping,4,17,10059,7243,1752,130,46.14256351985163,159,219,aged-out,1,2.8173547785337747,217.99824397900952,77.37691712485253,0
ping,3,6,11991,9989,5069,175,29.06814073735465,190,157,tcp-fin,1,6.020334818723521,412.5133417789357,68.51999608457164,0
incomplete,4,6,19911,6810,343,83,21.11783322568588,192,11,tcp-reuse,1,3.9303256072592734,942.8519658571014,239.89153736246536,0
dns-base,1,6,12602,1036,5963,219,34.03176371275782,238,55,tcp-rst-from-client,1,6.435162676164049,370.30100477177785,57.54337636788236,0
web-browsing,4,17,7303,5126,7182,478,2.7319047047308795,137,131,tcp-reuse,1,174.96885944947087,2673.216695731142,15.278242358195769,0
web-browsing,4,17,10893,6421,3403,337,3.163996541344506,203,200,tcp-rst-from-server,1,106.51052568835586,3442.7868140156093,32.32344117734596,0
web-browsing,3,6,11086,9002,2566,113,17.122716804575656,239,224,tcp-rst-from-client,1,6.599416161320949,647.4436067646376,98.10618600830212,0
ping,4,17,7204,2117,7124,88,2.546084146835029,129,245,tcp-rst-from-server,1,34.56274392264327,2829.4319002127518,81.86362706095147,0
web-browsing,4,6,2440,2899,1517,366,44.60802933892128,24,156,tcp-fin,1,8.204799077117444,54.6986605141163,6.66666648451731,0
incomplete,1,6,11926,2584,9937,52,21.30529627154482,221,92,tcp-fin,1,2.440706523400264,559.7666538090683,229.34610974113272,0
ping,2,17,14578,9026,3092,278,47.03225813639754,14,49,aged-out,1,5.910835496892825,309.95740961763886,52.438847034573854,0
ping,2,6,3167,1457,5286,294,28.139991137297976,74,148,tcp-reuse,1,10.44776077177622,112.5444162048139,10.772108477139168,0
dns-base,3,6,2239,833,3983,304,8.300183827490045,45,144,tcp-rst-from-client,1,36.6256507159097,269.7527366872428,7.365131336673312,0
incomplete,2,6,13487,7225,3535,24,14.348346230889485,23,218,tcp-reuse,1,1.6726654686989322,939.9682990142708,561.9580991841253,0
ping,1,17,4568,5457,2119,173,9.437296251384776,163,247,tcp-fin,1,18.33150216722224,484.0364271668855,26.404622751177875,0
web-browsing,2,17,8445,8408,1363,283,44.918576957634606,117,51,aged-out,1,6.300287234478549,188.0068045765772,29.840988344841403,0
ping,3,17,18543,4070,5706,399,39.69909893097771,74,87,tcp-rst-from-server,1,10.050603420185466,467.0885694749351,46.473683045772354,0
dns-base,4,6,14329,7955,1182,438,1.2116227229744487,29,224,tcp-rst-from-server,1,361.49568404256166,11826.19099690837,32.71461112523719,0
dns-base,4,17,15762,910,1157,101,58.69937890065233,124,165,tcp-rst-from-server,1,1.7206312006235822,268.5206830121673,156.05939048916926,0
incomplete,4,6,16919,709,8506,292,32.647308718488816,226,130,tcp-fin,1,8.94407294264673,518.2355140980824,57.94177883761032,0
ping,1,17,3403,2974,8563,432,3.292553792443157,141,196,tcp-fin,1,131.204747191685,1033.5410988270926,7.877314632469569,0
incomplete,2,17,2292,8503,4741,99,37.999998190108194,74,135,tcp-rst-from-server,1,2.60526259638467,60.31577647387539,23.151512812978503,0
web-browsing,1,17,3327,8258,6644,183,51.15460111628103,155,123,aged-out,1,3.577390112183971,65.03812515429547,18.180326875391973,0
incomplete,1,6,18932,4262,7365,412,12.495332667844542,213,33,tcp-rst-from-server,1,32.97228503066498,1515.1245150498771,45.95145519535304,0
ping,4,17,7425,4670,7224,25,19.52701048542113,54,196,tcp-reuse,1,1.2802772455052729,380.2423419150661,296.9998812000475,0
incomplete,2,6,11055,6000,5023,458,31.87952279239877,124,112,tcp-fin,1,14.366584447222628,346.774216297044,24.137554058132007,0
ping,4,17,11691,510,1998,67,27.004570854297956,84,53,tcp-fin,1,2.481060541598316,432.9265491317301,174.49251126977444,0
ping,2,6,16044,7399,5463,331,0.774279671612418,213,11,tcp-fin,1,427.4885900398358,20720.927306946,48.47129762926593,0
ping,2,17,16162,3066,609,443,43.29242525984517,12,172,tcp-rst-from-server,1,10.232734595341505,373.3215723022785,36.48306915388106,0
ping,1,17,12003,8398,877,466,5.084407595453526,221,39,tcp-rst-from-server,1,91.65258188404826,2360.742361275174,25.757510176877464,0
web-browsing,4,17,14361,3039,8865,14,21.995351758255524,194,74,tcp-fin,1,0.6364978286726918,652.9103798263233,1025.784981582156,0
incomplete,3,17,6308,7164,6683,353,10.92735012965792,130,234,aged-out,1,32.30423412530568,577.2665973439892,17.86968787904567,0
incomplete,2,6,18955,3101,2680,348,13.062638488953915,66,166,tcp-rst-from-client,1,26.640845483538584,1451.0839831622811,54.46838923941411,0
incomplete,3,17,793,5215,8736,257,3.7377186393726105,173,35,aged-out,1,68.75833555512962,212.16093422263728,3.085602992778094,0
web-browsing,4,6,7679,2165,4674,250,7.153437822903099,218,117,tcp-rst-from-server,1,34.948182497337626,1073.4683735882224,30.71599877136005,0
web-browsing,1,17,17085,8578,7304,277,28.38272183399001,114,64,tcp-rst-from-client,1,9.759455207489085,601.950513429426,61.67869813434303,0
ping,1,17,15913,6047,449,124,34.032734702487545,89,153,aged-out,1,3.6435497954690814,467.5790959298348,128.3306348120456,0
incomplete,1,17,7487,851,4828,193,1.002089689600012,225,23,tcp-fin,1,192.5956090027689,7471.3125627136305,38.79274410400289,0
ping,4,6,19304,1854,8995,97,8.220979560286212,13,36,tcp-rst-from-client,1,11.799066193756724,2348.135812415256,199.0102887618259,0
incomplete,4,17,3007,4669,6838,268,24.807432792313385,66,145,tcp-rst-from-server,1,10.803209433704312,121.21362226548084,11.220148835069075,0
ping,1,17,2128,9692,1015,171,53.72106932494686,24,172,aged-out,1,3.1831080489961683,39.61201127639676,12.444443716699196,0
incomplete,1,17,9493,5585,846,296,39.77470180570744,25,150,aged-out,1,7.441914386354539,238.66923401913397,32.07094486246808,0
web-browsing,4,17,17718,7803,8378,67,25.432948756454877,247,198,tcp-reuse,1,2.634376937484532,696.6550832589692,264.4477217242206,0
dns-base,1,6,18327,8735,491,161,18.770978250630584,223,118,aged-out,1,8.577065727724348,976.3471030559264,113.83229106631732,0
incomplete,3,6,6516,6340,3711,302,46.92375790685704,205,248,tcp-rst-from-server,1,6.435970798412127,138.86352888229607,21.576158225955027,0
incomplete,3,17,5051,7748,7792,402,44.71338890005179,201,57,aged-out,1,8.990593645063614,112.96390174431916,12.564676304361289,0
dns-base,2,17,18153,3923,2507,485,3.3392641548807878,246,201,aged-out,1,145.24114448378216,5436.211331575459,37.428865207652265,0
ping,3,17,5640,6827,8428,250,23.5452326879984,187,176,tcp-reuse,1,10.617856155181244,239.53883486088893,22.559999097600038,0
web-browsing,2,6,5218,7890,9981,266,59.52856378185944,107,111,tcp-fin,1,4.468442347951229,87.65538410379517,19.61654061591953,0
dns-base,2,6,10538,3023,1313,44,23.83561734948974,119,37,tcp-fin,1,1.8459761664692211,442.1112918693785,239.49994556819416,0
ping,2,17,10356,8439,7710,143,49.47168525721022,217,118,aged-out,1,2.8905417381903558,209.3318198650302,72.41957535527445,0
ping,3,17,6705,6065,2421,446,14.879510191550354,23,137,tcp-reuse,1,29.97408479967455,450.6193690175288,15.033631949918568,0
dns-base,4,17,8975,3931,9671,467,46.23689989377014,107,198,tcp-reuse,1,10.100155937603487,194.1089925909878,19.21841500602966,0
incomplete,4,6,11268,1465,4830,280,50.12695478938509,156,163,tcp-reuse,1,5.585815961059205,224.7891937471969,40.2428557056123,0
web-browsing,2,6,3415,2242,3374,444,44.080533508630175,188,95,tcp-rst-from-client,1,10.072471087228603,77.47182153803082,7.691441268210783,0
web-browsing,4,17,3786,5763,8336,187,29.355283794941784,38,55,tcp-fin,1,6.370230913247477,128.97162693879653,20.245988222139665,0
web-browsing,2,17,10876,5538,2367,461,41.39124668103805,66,8,aged-out,1,11.137617868248752,262.7608068005932,23.592190377609757,0
dns-base,2,6,11904,2608,224,271,24.617111510697637,114,185,tcp-rst-from-client,1,11.008598218204922,483.5658789280863,43.92619764109972,0
dns-base,2,6,13446,8433,2002,142,43.73335264728181,148,24,tcp-fin,1,3.246949043119734,307.45406220977424,94.69013417675112,0
dns-base,1,6,7566,317,770,329,33.51458732294553,113,99,tcp-fin,1,9.816618019598058,225.75237670601493,22.996959787326453,0
web-browsing,4,17,6963,2709,4573,329,36.19770027579059,123,108,tcp-reuse,1,9.088972686209898,192.3602334774453,21.164133095315105,0
incomplete,4,6,16720,1897,6702,235,16.24992995251093,204,183,tcp-fin,1,14.4615919004481,1028.9268790446476,71.1489331425986,0
ping,3,17,11556,1229,5299,223,45.38875518801632,43,56,tcp-fin,1,4.913110085199611,254.6004490787745,51.82062547889572,0
ping,3,6,19919,9659,8560,391,11.639303649275265,249,93,tcp-reuse,1,33.593046100647534,1711.3552053166195,50.94373271243651,0
dns-base,2,6,6685,6277,4081,88,33.61027465223928,152,242,tcp-fin,1,2.6182461978683955,198.8974526448889,75.96590045842039,0
dns-base,2,6,15287,8000,6172,44,56.96783129069723,45,68,aged-out,1,0.7723655838646837,268.3443791031686,347.4317392200592,0
