cps,kbps,num_active,num_icmp,num_tcp,num_udp,pps,label
0,246496,55,0,30,25,23058,0
10482,643731,194188,65459,63193,65536,165022,1
2,13508,75,0,45,30,1532,0
3184,1083743,85332,23963,3007,58362,102768,2
0,17433,63,0,41,22,1948,0
0,7128,59,0,34,25,1172,0
4510,1118282,85576,25225,3843,56508,105998,2
6,13573,69,0,38,31,1648,0
2,16030,60,0,32,28,2070,0
4974,678723,192486,65536,61414,65536,160182,1
1862,723510,196463,65536,65391,65536,157134,1
0,12604,58,0,34,24,2028,0
3778,1100468,78923,25275,3083,50565,104534,2
4738,1206940,90444,28785,4697,56962,117052,2
5318,1136456,80076,25298,4112,50666,108604,2
9766,706904,191696,65209,60951,65536,154453,1
2,9627,76,0,49,27,1288,0
5284,1141878,86147,26006,3896,56245,109634,2
0,8287,141,0,92,49,1082,0
168,577248,194040,65536,62968,65536,147908,1
0,9958,49,0,30,19,1134,0
330,705358,193792,65500,62756,65536,155936,1
3712,1113882,77824,27384,2812,47628,106272,2
5403,575217,187239,65530,56173,65536,150811,1
0,12524,61,0,41,20,1462,0
8953,570480,186803,65535,55732,65536,158611,1
5093,1175701,86682,29557,3320,53805,114095,2
4096,1104923,74263,21227,2337,50699,104938,2
4408,1117451,80037,22450,2819,54768,106368,2
0,14533,99,0,68,31,1654,0
0,40148,60,0,37,23,4304,0
0,16493,72,0,39,33,1886,0
4506,1145505,81677,27430,3923,50324,109722,2
0,15423,73,0,42,31,1758,0
4672,1133721,87465,31766,4255,51444,108628,2
5756,1151430,77650,23891,3296,50463,110712,2
4940,1158229,77585,25818,3227,48541,111001,2
8886,552388,189165,65200,58429,65536,153495,1
2326,737231,196129,65513,65080,65536,150810,1
0,13217,54,0,31,23,1480,0
0,7668,100,0,57,43,898,0
8346,568644,194218,65473,63209,65536,149210,1
5632,1158660,81117,24062,3468,53587,111624,2
0,10804,56,0,31,25,1354,0
0,215549,56,0,30,26,20246,0
3152,1087530,80311,25574,2446,52291,102886,2
5794,1134508,72153,21639,2653,47861,108260,2
5596,567790,189399,65516,58347,65536,155526,1
8048,556892,189411,65291,58584,65536,149960,1
0,8900,58,0,35,23,1140,0
4260,1113074,80052,25345,3520,51188,105864,2
0,8578,55,0,30,25,1082,0
0,11525,57,0,34,23,1394,0
4956,1114609,75129,22262,3505,49362,106044,2
6468,741845,196563,65528,65499,65536,163334,1
0,11180,73,0,46,27,1278,0
2008,659099,191734,65446,60752,65536,160032,1
0,6382,51,0,29,22,954,0
4166,1122282,75097,20848,1687,52562,106270,2
5922,1186588,84998,28974,3535,52491,114736,2
4796,1146279,91605,29596,5159,56850,110244,2
5564,1245619,83027,32334,3426,47267,121270,2
6,9611,51,0,29,22,1362,0
6684,598741,188944,65471,57937,65536,158034,1
218,577570,195839,65536,64767,65536,151908,1
0,12809,64,0,38,26,1762,0
0,5846,96,0,67,29,744,0
0,14660,51,0,30,21,1734,0
1364,667840,195158,65392,64230,65536,156946,1
3422,1113826,83421,24796,3467,55158,105656,2
0,10875,72,0,46,26,1466,0
0,268057,59,0,33,26,25298,0
3744,1118964,79984,25630,3790,50565,106180,2
3826,1105345,73562,21674,2307,49581,105324,2
224,642569,196444,65520,65388,65536,149352,1
3772,1088301,85700,25468,3604,56628,102914,2
5216,660670,195973,65536,64901,65536,162284,1
0,11589,47,0,30,17,1582,0
0,9469,59,0,39,20,1350,0
4254,1134107,85005,24949,4007,56049,108830,2
3214,1083358,75373,26256,2345,46772,103050,2
14,12891,77,0,47,30,1638,0
0,8753,59,0,39,20,1040,0
4762,1206116,85337,28854,3526,52957,117272,2
5048,1165117,78513,22097,2079,54337,111788,2
